,Link,Num of Applicants,Opening Date,Closing Date,Company Name,Writeup,Location,Job Title,Employment Type,Seniority,Job Category,Salary,Salary Frequency,Responsibilities,Requirements
107,,['16 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['AIRBNB SINGAPORE PRIVATE LIMITED'],[],['158 CECIL STREET 069545'],['Quality Assurance Analyst'],['Full Time'],['Non-executive'],['Others'],[],['Monthly'],"['  ', '  ', '  ', '  ', '  ', '  ']","['  ', '  ']"
108,,['13 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['CARGILL ASIA PACIFIC HOLDINGS PTE. LTD.'],"['   Working at Cargill is an opportunity to thrive—a place to develop your career to the fullest while engaging in meaningful work that makes a positive impact around the globe. You will be proud to work for a company with a strong history of ethics and a purpose of nourishing people. We offer a diverse, supportive environment where you will grow personally and professionally as you learn from some of the most talented people in your field. With nearly 150 years of experience Cargill provides food, agriculture, financial and industrial products and services to the world. We have 143,000 employees in 67 countries who are committed to feeding the world in a responsible way, reducing environmental impact and improving the communities where we live and work. Learn more at www.cargill.com. ', '   Working at Cargill is an opportunity to thrive—a place to develop your career to the fullest while engaging in meaningful work that makes a positive impact around the globe. You will be proud to work for a company with a strong history of ethics and a purpose of nourishing people. We offer a diverse, supportive environment where you will grow personally and professionally as you learn from some of the most talented people in your field. With nearly 150 years of experience Cargill provides food, agriculture, financial and industrial products and services to the world. We have 143,000 employees in 67 countries who are committed to feeding the world in a responsible way, reducing environmental impact and improving the communities where we live and work. Learn more at www.cargill.com. ']","['CAPITAGREEN, 138 MARKET STREET 048946']",['Audit Consultant'],['Full Time'],['Professional'],['Accounting / Auditing / Taxation'],[],['Monthly'],"['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']","['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']"
109,,['8 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['NATIONAL UNIVERSITY HOSPITAL (SINGAPORE) PTE LTD'],"['\n\tNATIONAL UNIVERSITY HOSPITAL (SINGAPORE) PTE LTD', '\n\tNATIONAL UNIVERSITY HOSPITAL (SINGAPORE) PTE LTD']",['1E KENT RIDGE ROAD 119228'],['Therapy Assistant_Rehabilitation Department (Contract)'],['Full Time'],['Non-executive'],['Healthcare / Pharmaceutical'],[],['Monthly'],"['  ', '  ']","['  ', '  ', '  ', '  ']"
110,,['35 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['COLD STORAGE SINGAPORE (1983) PTE LTD'],[],[],['Intergrated Business Planning Program Manager'],['Contract'],['Senior Management'],['Logistics / Supply Chain'],[],['Monthly'],"['  ', '  ', '  ', '  ']","['  ', '  ', '  ', '  ']"
111,,['4 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['THE SUPREME HR ADVISORY PTE. LTD.'],"['THE SUPREME HR ADVISORY PTE. LTD.', 'Here at The Supreme HR Advisory, we pride ourselves on being a vibrant recruitment firm with strong Southeast Asia standing. We believe in customizing our services to cater to your unique needs. We are dedicated, enthusiastic and we take innovative approaches in customizing our services. Our depth of experience enables us to understand each industry’s challenges and provide expert advice on hiring requirements. Our goal is to leverage local knowledge and global expertise to deliver high-quality candidates specifically matched to the requirements of each of our clients worldwide.', 'THE SUPREME HR ADVISORY PTE. LTD.', 'Here at The Supreme HR Advisory, we pride ourselves on being a vibrant recruitment firm with strong Southeast Asia standing. We believe in customizing our services to cater to your unique needs. We are dedicated, enthusiastic and we take innovative approaches in customizing our services. Our depth of experience enables us to understand each industry’s challenges and provide expert advice on hiring requirements. Our goal is to leverage local knowledge and global expertise to deliver high-quality candidates specifically matched to the requirements of each of our clients worldwide.']","['AZ @ PAYA LEBAR, 140 PAYA LEBAR ROAD 409015']",['Assistant QC Chemist [$2.3k-$2.6k  /  Redhill  /  With exp  /  GLP  /  Immediate]'],"['Permanent, Full Time']",['Junior Executive'],['Sciences / Laboratory / R&D'],[],['Monthly'],[],"[' ~ Maintain the instruments in the laboratory.', ' ~ Oversee\xa0administrative laboratory responsibilities.', ' ~ Participate in analytical method development.', ' ~ Participate in analytical method transfer.', ' ~ Participate in analytical method validation.', ' ~ Perform\xa0testing and procedures to assure Standard Operating Procedure (SOP) are met.', ' ~ Provide training on required\xa0Standard Operating Procedure (SOP), technical and safety requirements to junior chemists.']"
112,,['0 application'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['DBS BANK LTD.'],"['DBS is a leading financial services group in Asia, with over 280 branches across 18 markets. Headquartered and listed in Singapore, DBS has a growing presence in the three key Asian axes of growth: Greater China, Southeast Asia and South Asia. The bank\'s capital position, as well as ""AA-"" and ""Aa1"" credit ratings, is among the highest in Asia-Pacific. DBS has been recognised for its leadership in the region, having been named “Asia’s Best Bank” by The Banker, a member of the Financial Times group, and “Best Bank in Asia-Pacific” by Global Finance. The bank has also been named “Safest Bank in Asia” by Global Finance for seven consecutive years from 2009 to 2015.', '  \xa0', 'DBS is a leading financial services group in Asia, with over 280 branches across 18 markets. Headquartered and listed in Singapore, DBS has a growing presence in the three key Asian axes of growth: Greater China, Southeast Asia and South Asia. The bank\'s capital position, as well as ""AA-"" and ""Aa1"" credit ratings, is among the highest in Asia-Pacific. DBS has been recognised for its leadership in the region, having been named “Asia’s Best Bank” by The Banker, a member of the Financial Times group, and “Best Bank in Asia-Pacific” by Global Finance. The bank has also been named “Safest Bank in Asia” by Global Finance for seven consecutive years from 2009 to 2015.', '  \xa0']","['MARINA BAY FINANCIAL CENTRE, 12 MARINA BOULEVARD 018982']","['VP, Application Lead (Cash and Payment), IBGT, T&O (WD03813)']",['Full Time'],['Senior Management'],['Information Technology'],[],['Monthly'],"['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']",[]
113,,['0 application'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['DBS BANK LTD.'],"['DBS is a leading financial services group in Asia, with over 280 branches across 18 markets. Headquartered and listed in Singapore, DBS has a growing presence in the three key Asian axes of growth: Greater China, Southeast Asia and South Asia. The bank\'s capital position, as well as ""AA-"" and ""Aa1"" credit ratings, is among the highest in Asia-Pacific. DBS has been recognised for its leadership in the region, having been named “Asia’s Best Bank” by The Banker, a member of the Financial Times group, and “Best Bank in Asia-Pacific” by Global Finance. The bank has also been named “Safest Bank in Asia” by Global Finance for seven consecutive years from 2009 to 2015.', '  \xa0', 'DBS is a leading financial services group in Asia, with over 280 branches across 18 markets. Headquartered and listed in Singapore, DBS has a growing presence in the three key Asian axes of growth: Greater China, Southeast Asia and South Asia. The bank\'s capital position, as well as ""AA-"" and ""Aa1"" credit ratings, is among the highest in Asia-Pacific. DBS has been recognised for its leadership in the region, having been named “Asia’s Best Bank” by The Banker, a member of the Financial Times group, and “Best Bank in Asia-Pacific” by Global Finance. The bank has also been named “Safest Bank in Asia” by Global Finance for seven consecutive years from 2009 to 2015.', '  \xa0']","['MARINA BAY FINANCIAL CENTRE, 12 MARINA BOULEVARD 018982']","['AVP, Application Lead (Cash and Payment), IBGT, T&O (WD03813)']",['Full Time'],['Senior Management'],['Information Technology'],[],['Monthly'],"['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']",[]
114,,['6 applications'],['Posted 08 May 2019'],['Closing on 09 May 2019'],['KIMBERLEY CONSULTING PTE. LTD.'],"['\n\tKimberley Consulting is a leading boutique Executive Search based in Asia, specialising in human capital within specific industries including Banking and Finance, Consumer markets, FMCG, Energy and Technology, among others.\xa0', '\n\t\xa0', '\n\tWith a strong network in 11 countries in the region including Singapore, China, Japan and Korea to name a few, our global network built up over 10 years in the business has enabled us to further locate talent from different parts of the world, ensuring that the candidates we source for our clients are the best to be found.\xa0', '\n\t\xa0', '\n\tAdditionally, Kimberley Consulting also offers company incorporation and related consulting services to foreign-based companies looking to move into Singapore. We assist in all processes involved in the setting up of offices in Singapore, including office re-locations, managing manpower staffing needs and other services as required.\xa0', '\n\tKimberley Consulting is a leading boutique Executive Search based in Asia, specialising in human capital within specific industries including Banking and Finance, Consumer markets, FMCG, Energy and Technology, among others.\xa0', '\n\t\xa0', '\n\tWith a strong network in 11 countries in the region including Singapore, China, Japan and Korea to name a few, our global network built up over 10 years in the business has enabled us to further locate talent from different parts of the world, ensuring that the candidates we source for our clients are the best to be found.\xa0', '\n\t\xa0', '\n\tAdditionally, Kimberley Consulting also offers company incorporation and related consulting services to foreign-based companies looking to move into Singapore. We assist in all processes involved in the setting up of offices in Singapore, including office re-locations, managing manpower staffing needs and other services as required.\xa0']","['THE OCTAGON, 105 CECIL STREET 069534']",['Agency Ad Solution Sales Manager (Media Technology company)'],['Permanent'],['Manager'],['Advertising / Media '],[],['Monthly'],"['  ', '  ', '  ', '  ', '  ', '  ']","['  ', '  ']"
115,,['4 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['PROMOPOWER PTE. LTD.'],[],"['NGEE ANN CITY TOWER B, 391B ORCHARD ROAD 238874']",['Senior Brand Ambassador'],['Full Time'],['Non-executive'],['Sales / Retail '],[],['Monthly'],['  '],"['  ', '  ', '  ', '  ', '  ', '  ', '  ']"
116,,['20 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['MITSUBISHI ESTATE ASIA PTE. LTD.'],[],"['CAPITAGREEN, 138 MARKET STREET 048946']",['Manager'],['Full Time'],['Manager'],['Real Estate / Property Management'],[],['Monthly'],[],[]
117,,['0 application'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['MINISTRY OF FOOTBALL PRIVATE LIMITED'],"['\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n', '\n']","['KITCHENER COMPLEX, 808 FRENCH ROAD 200808']","['Web Developer (PHP, CodeIgniter, Lavarel, Perl, MySQL, HTML) SG-based!']",['Freelance'],['Senior Executive'],['Information Technology'],[],[],"['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']","['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']"
118,,['0 application'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['ALLTECH SYSTEMS PTE. LTD.'],[],[],['Mainframe Developer'],['Full Time'],['Non-executive'],['Information Technology'],[],['Monthly'],['  '],[]
119,,['2 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['ST INTEGRATED ENGINEERING PTE. LTD.'],"['\n\tST INTEGRATED ENGINEERING PTE. LTD.', '\n\tST INTEGRATED ENGINEERING PTE. LTD.']",[],['Mainframe Developer'],['Full Time'],['Non-executive'],['Information Technology'],[],['Monthly'],['  '],[]
120,,['2 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['ST INTEGRATED ENGINEERING PTE. LTD.'],"['\n\tST INTEGRATED ENGINEERING PTE. LTD.', '\n\tST INTEGRATED ENGINEERING PTE. LTD.']",[],['Computer Engineer'],['Full Time'],['Non-executive'],['Information Technology'],[],['Monthly'],[],[]
121,,['0 application'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['HCL SINGAPORE PTE. LTD.'],"['\xa0', '\xa0']","['AXA TOWER, 8 SHENTON WAY 068811']",['Senior Service Consultant - CA PPM'],['Permanent'],['Professional'],['Information Technology'],[],['Monthly'],['  '],"['  ', '  ', '  ']"
122,,['6 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['MACHSPEED HUMAN RESOURCES PTE. LTD.'],"['The consultants at Machspeed Human Resources Pte Ltd have a passion to assist people in finding a career they desire. We formed a group endeavor to being the leader in the human resource solutions industry providing superior customer service and prompt responsiveness to both our clients and candidates.', 'Go to our website www.machspeed.com.sg to find out more about us or email us hr@machspeed.com.sg\xa0with your\xa0your resume now!', '\xa0\xa0\xa0', 'The consultants at Machspeed Human Resources Pte Ltd have a passion to assist people in finding a career they desire. We formed a group endeavor to being the leader in the human resource solutions industry providing superior customer service and prompt responsiveness to both our clients and candidates.', 'Go to our website www.machspeed.com.sg to find out more about us or email us hr@machspeed.com.sg\xa0with your\xa0your resume now!', '\xa0\xa0\xa0']","['GOLDEN WALL CENTRE, 89 SHORT STREET 188216']","['Sales Admin Executive (5 days, Ubi, $2200-2700)']",['Permanent'],['Executive'],"['Admin / Secretarial, Customer Service, Sales / Retail ']",[],['Monthly'],"['  ', '  ', '  ']","['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']"
123,,['1 application'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['MACHSPEED HUMAN RESOURCES PTE. LTD.'],"['The consultants at Machspeed Human Resources Pte Ltd have a passion to assist people in finding a career they desire. We formed a group endeavor to being the leader in the human resource solutions industry providing superior customer service and prompt responsiveness to both our clients and candidates.', 'Go to our website www.machspeed.com.sg to find out more about us or email us hr@machspeed.com.sg\xa0with your\xa0your resume now!', '\xa0\xa0\xa0', 'The consultants at Machspeed Human Resources Pte Ltd have a passion to assist people in finding a career they desire. We formed a group endeavor to being the leader in the human resource solutions industry providing superior customer service and prompt responsiveness to both our clients and candidates.', 'Go to our website www.machspeed.com.sg to find out more about us or email us hr@machspeed.com.sg\xa0with your\xa0your resume now!', '\xa0\xa0\xa0']","['GOLDEN WALL CENTRE, 89 SHORT STREET 188216']","['Contract 6 months Coordinator ($1500, 5 days, Joo Koon)']",['Temporary'],['Fresh/entry level'],['Admin / Secretarial'],[],['Monthly'],"['  ', '  ', '  ', '  ', '  ', '  ']","['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']"
124,,['4 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['MACHSPEED HUMAN RESOURCES PTE. LTD.'],"['The consultants at Machspeed Human Resources Pte Ltd have a passion to assist people in finding a career they desire. We formed a group endeavor to being the leader in the human resource solutions industry providing superior customer service and prompt responsiveness to both our clients and candidates.', 'Go to our website www.machspeed.com.sg to find out more about us or email us hr@machspeed.com.sg\xa0with your\xa0your resume now!', '\xa0\xa0\xa0', 'The consultants at Machspeed Human Resources Pte Ltd have a passion to assist people in finding a career they desire. We formed a group endeavor to being the leader in the human resource solutions industry providing superior customer service and prompt responsiveness to both our clients and candidates.', 'Go to our website www.machspeed.com.sg to find out more about us or email us hr@machspeed.com.sg\xa0with your\xa0your resume now!', '\xa0\xa0\xa0']","['GOLDEN WALL CENTRE, 89 SHORT STREET 188216']","['Key Account Manager ($3500 – 5500, 5 Days, River Valley)']",['Permanent'],['Executive'],"['Information Technology, Sales / Retail ']",[],['Monthly'],"['  ', '  ', '  ', '  ']","['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']"
125,,['0 application'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['MACHSPEED HUMAN RESOURCES PTE. LTD.'],"['The consultants at Machspeed Human Resources Pte Ltd have a passion to assist people in finding a career they desire. We formed a group endeavor to being the leader in the human resource solutions industry providing superior customer service and prompt responsiveness to both our clients and candidates.', 'Go to our website www.machspeed.com.sg to find out more about us or email us hr@machspeed.com.sg\xa0with your\xa0your resume now!', '\xa0\xa0\xa0', 'The consultants at Machspeed Human Resources Pte Ltd have a passion to assist people in finding a career they desire. We formed a group endeavor to being the leader in the human resource solutions industry providing superior customer service and prompt responsiveness to both our clients and candidates.', 'Go to our website www.machspeed.com.sg to find out more about us or email us hr@machspeed.com.sg\xa0with your\xa0your resume now!', '\xa0\xa0\xa0']","['GOLDEN WALL CENTRE, 89 SHORT STREET 188216']","['Engineering Assistant-QA (S$1800-2000+OT, Day Shift, West)']",['Permanent'],['Junior Executive'],['Engineering'],[],['Monthly'],"['  ', '  ', '  ', '  ', '  ']","['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']"
126,,['1 application'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['MACHSPEED HUMAN RESOURCES PTE. LTD.'],"['The consultants at Machspeed Human Resources Pte Ltd have a passion to assist people in finding a career they desire. We formed a group endeavor to being the leader in the human resource solutions industry providing superior customer service and prompt responsiveness to both our clients and candidates.', 'Go to our website www.machspeed.com.sg to find out more about us or email us hr@machspeed.com.sg\xa0with your\xa0your resume now!', '\xa0\xa0\xa0', 'The consultants at Machspeed Human Resources Pte Ltd have a passion to assist people in finding a career they desire. We formed a group endeavor to being the leader in the human resource solutions industry providing superior customer service and prompt responsiveness to both our clients and candidates.', 'Go to our website www.machspeed.com.sg to find out more about us or email us hr@machspeed.com.sg\xa0with your\xa0your resume now!', '\xa0\xa0\xa0']","['GOLDEN WALL CENTRE, 89 SHORT STREET 188216']","['Accounts\xa0 Officer (3-6 months contract, Science Park, $2500-2800)']",['Permanent'],['Executive'],['Accounting / Auditing / Taxation'],[],['Monthly'],"['  ', '  ', '  ', '  ']","['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']"
127,,['1 application'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['ADECCO PERSONNEL PTE LTD'],"[""\n\tThe Adecco Group is the world's leading provider of HR solutions. With over 31,000 FTE employees and over 5,200 branches, in over 60 countries and territories around the world, we offer a wide variety of services, connecting more than 650,000 associates with over 100,000 clients every day."", '\n\tThe services we offer fall into the broad categories of temporary staffing, permanent placement, career transition and talent development, as well as outsourcing and consulting. The Adecco Group is based in Zurich-Glattbrugg, Switzerland and we are a Fortune Global 500 company listed on the SIX Swiss Exchange.', ""\n\tThe Adecco Group is the world's leading provider of HR solutions. With over 31,000 FTE employees and over 5,200 branches, in over 60 countries and territories around the world, we offer a wide variety of services, connecting more than 650,000 associates with over 100,000 clients every day."", '\n\tThe services we offer fall into the broad categories of temporary staffing, permanent placement, career transition and talent development, as well as outsourcing and consulting. The Adecco Group is based in Zurich-Glattbrugg, Switzerland and we are a Fortune Global 500 company listed on the SIX Swiss Exchange.']","['SHAW CENTRE, 1 SCOTTS ROAD 228208']",['Credit Risk Senior Application Support'],['Contract'],['Senior Executive'],['Information Technology'],[],['Monthly'],"['  ', '  ', '  ']","['  ', '  ', '  ', '  ', '  ', '  ']"
128,,['0 application'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['CAPITA PTE. LTD.'],"['   ', '   At Capita, it is all about making the RIGHT connections. Human capital is derived over time, experience and knowledge. We believe that it is only\xa0through establishing the right connections, networks and people that will help build valuable human capital in a company.', '   Competent and committed human capital builds trust and loyalty, and is one of the key factors that drive companies’ growth. At Capita, we believe in leveraging this priceless “capital” through connections.', '   ', '   At Capita, it is all about making the RIGHT connections. Human capital is derived over time, experience and knowledge. We believe that it is only\xa0through establishing the right connections, networks and people that will help build valuable human capital in a company.', '   Competent and committed human capital builds trust and loyalty, and is one of the key factors that drive companies’ growth. At Capita, we believe in leveraging this priceless “capital” through connections.']","['ASIA SQUARE TOWER 1, 8 MARINA VIEW 018960']",['Network Engineer / Manager'],"['Contract, Full Time']",['Junior Executive'],['Information Technology'],[],['Monthly'],['  '],[]
129,,['5 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['ADECCO PERSONNEL PTE LTD'],"[""\n\tThe Adecco Group is the world's leading provider of HR solutions. With over 31,000 FTE employees and over 5,200 branches, in over 60 countries and territories around the world, we offer a wide variety of services, connecting more than 650,000 associates with over 100,000 clients every day."", '\n\tThe services we offer fall into the broad categories of temporary staffing, permanent placement, career transition and talent development, as well as outsourcing and consulting. The Adecco Group is based in Zurich-Glattbrugg, Switzerland and we are a Fortune Global 500 company listed on the SIX Swiss Exchange.', ""\n\tThe Adecco Group is the world's leading provider of HR solutions. With over 31,000 FTE employees and over 5,200 branches, in over 60 countries and territories around the world, we offer a wide variety of services, connecting more than 650,000 associates with over 100,000 clients every day."", '\n\tThe services we offer fall into the broad categories of temporary staffing, permanent placement, career transition and talent development, as well as outsourcing and consulting. The Adecco Group is based in Zurich-Glattbrugg, Switzerland and we are a Fortune Global 500 company listed on the SIX Swiss Exchange.']","['SHAW CENTRE, 1 SCOTTS ROAD 228208']",['IT Support'],['Contract'],['Junior Executive'],['Information Technology'],[],['Monthly'],"['  ', '  ', '  ']","['  ', '  ', '  ', '  ', '  ', '  ']"
130,,['0 application'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['CAPITA PTE. LTD.'],"['   ', '   At Capita, it is all about making the RIGHT connections. Human capital is derived over time, experience and knowledge. We believe that it is only\xa0through establishing the right connections, networks and people that will help build valuable human capital in a company.', '   Competent and committed human capital builds trust and loyalty, and is one of the key factors that drive companies’ growth. At Capita, we believe in leveraging this priceless “capital” through connections.', '   ', '   At Capita, it is all about making the RIGHT connections. Human capital is derived over time, experience and knowledge. We believe that it is only\xa0through establishing the right connections, networks and people that will help build valuable human capital in a company.', '   Competent and committed human capital builds trust and loyalty, and is one of the key factors that drive companies’ growth. At Capita, we believe in leveraging this priceless “capital” through connections.']","['ASIA SQUARE TOWER 1, 8 MARINA VIEW 018960']",['MES Developer'],['Full Time'],"['Professional, Senior Executive']",['Information Technology'],[],['Monthly'],[],"['  ', '  ', '  ', '  ', '  ', '  ', '  ', '  ']"
131,,['14 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['ADECCO PERSONNEL PTE LTD'],"[""\n\tThe Adecco Group is the world's leading provider of HR solutions. With over 31,000 FTE employees and over 5,200 branches, in over 60 countries and territories around the world, we offer a wide variety of services, connecting more than 650,000 associates with over 100,000 clients every day."", '\n\tThe services we offer fall into the broad categories of temporary staffing, permanent placement, career transition and talent development, as well as outsourcing and consulting. The Adecco Group is based in Zurich-Glattbrugg, Switzerland and we are a Fortune Global 500 company listed on the SIX Swiss Exchange.', ""\n\tThe Adecco Group is the world's leading provider of HR solutions. With over 31,000 FTE employees and over 5,200 branches, in over 60 countries and territories around the world, we offer a wide variety of services, connecting more than 650,000 associates with over 100,000 clients every day."", '\n\tThe services we offer fall into the broad categories of temporary staffing, permanent placement, career transition and talent development, as well as outsourcing and consulting. The Adecco Group is based in Zurich-Glattbrugg, Switzerland and we are a Fortune Global 500 company listed on the SIX Swiss Exchange.']","['SHAW CENTRE, 1 SCOTTS ROAD 228208']",['IT Department Lead'],['Contract'],['Manager'],['Information Technology'],[],['Monthly'],['  '],"['  ', '  ']"
132,,['7 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['GLOBAL INNO FOOD PTE. LTD.'],[],[],['Accountant'],"['Permanent, Full Time']",['Executive'],['Accounting / Auditing / Taxation'],[],['Monthly'],"[""The Accountant reports to the Finance Manager (FM) of the organisation. He/She is involved in most, if not all aspects of accounting and oversees the day-to-day activities of the accounting team. He/She ensures that the organisation's finance function is well organised as well as producing timely and accurate financial statements and management accounts, thus achieving compliance with corporate policies and statutory requirements. He/She analyses data and understands the financial performance and position of the organisation in order to develop suitable accounting policies to meet reporting requirements and to produce any special reports required by the management team."", ""The Accountant's role often involves leading a team of finance and accounting specialists and working closely with the internal and external auditors, bankers, and regulators. He/She must keep current with changing statutory requirements and tax laws and determine the implications of such changes to financial reporting. He/She may also work with the FM or the leadership team to help define the organisation's overall finance strategy.""]","[' ~ Prepare accurate and timely financial statements.', ' ~ Calculate taxable income and the income tax liabilities of the organisation.', ' ~ Calculate the cost of different types of capital financial instruments and the overall costs of capital for the organisation.', ' ~ Compile accurate tax-related information for the organisation.', ' ~ Compute the valuation of business and financial assets using different models.', ' ~ Ensure the respective privileges and rights are in place within the accounting information system for users with different job roles and functions.', ' ~ Extract data and provide analysis for management using relevant accounting information systems or software.', ' ~ Implement policies and procedures with emphasis on internal controls to prevent possible fraud and errors.', ' ~ Maintain accurate journal entries and allocations.', ' ~ Manage accounts payable and receivables to help the organisation determine working capital needs and funding strategies.', ' ~ Operate accounting information systems efficiently and effectively.', ' ~ Participate in budgeting and forecasting activities.', ' ~ Plan and coordinate the annual financial audit process.', ' ~ Prepare asset, liability, and capital account entries by compiling and analysing account information.', ' ~ Prepare financial statements and disclosure notes.', ' ~ Provide accurate and timely tax and financial reports to the relevant authorities.', ' ~ Provide data in relation to assets, capital rationing and cost of capital.', ' ~ Reconcile accounts and provide analysis for the organisations financial transactions.', ' ~ Resolve issues and deficiencies arising from audit findings.', ' ~ Respond to internal and external auditors on audit data, variances and audit findings.']"
133,,['5 applications'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['SEMBCORP INDUSTRIES LTD'],"['\n\tSEMBCORP INDUSTRIES LTD', '\n\tSEMBCORP INDUSTRIES LTD']",[],['Vice President'],['Permanent'],['Middle Management'],['Information Technology'],[],['Monthly'],[],[]
134,,['1 application'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['A VERY NORMAL COMPANY PTE. LTD.'],"[""   BGC Search is an international recruitment and search firm that identifies and delivers human capital solutions, a key aspect to every successful company's growth. We strongly believe that the quest for talent is not transitory, but continuous, and also in fostering enduring relationships built on trust for both employers and job-seekers - key factors in every company. Through established offices in Singapore, Hong Kong, Kuala Lumpur and jakarta, BGC Search is committed to driving our clients’ successes. Through our people-oriented approach, we initiate and build strong partnerships and serve as a valuable extension to our clients' businesses."", ""   BGC Search is an international recruitment and search firm that identifies and delivers human capital solutions, a key aspect to every successful company's growth. We strongly believe that the quest for talent is not transitory, but continuous, and also in fostering enduring relationships built on trust for both employers and job-seekers - key factors in every company. Through established offices in Singapore, Hong Kong, Kuala Lumpur and jakarta, BGC Search is committed to driving our clients’ successes. Through our people-oriented approach, we initiate and build strong partnerships and serve as a valuable extension to our clients' businesses.""]","['OCEAN FINANCIAL CENTRE, 10 COLLYER QUAY 049315']",['Senior Android developer'],['Contract'],['Executive'],['Information Technology'],[],['Monthly'],[],['  ']
135,,['0 application'],['Posted 03 May 2019'],['Closing on 02 Jun 2019'],['A VERY NORMAL COMPANY PTE. LTD.'],"[""   BGC Search is an international recruitment and search firm that identifies and delivers human capital solutions, a key aspect to every successful company's growth. We strongly believe that the quest for talent is not transitory, but continuous, and also in fostering enduring relationships built on trust for both employers and job-seekers - key factors in every company. Through established offices in Singapore, Hong Kong, Kuala Lumpur and jakarta, BGC Search is committed to driving our clients’ successes. Through our people-oriented approach, we initiate and build strong partnerships and serve as a valuable extension to our clients' businesses."", ""   BGC Search is an international recruitment and search firm that identifies and delivers human capital solutions, a key aspect to every successful company's growth. We strongly believe that the quest for talent is not transitory, but continuous, and also in fostering enduring relationships built on trust for both employers and job-seekers - key factors in every company. Through established offices in Singapore, Hong Kong, Kuala Lumpur and jakarta, BGC Search is committed to driving our clients’ successes. Through our people-oriented approach, we initiate and build strong partnerships and serve as a valuable extension to our clients' businesses.""]","['OCEAN FINANCIAL CENTRE, 10 COLLYER QUAY 049315']",['Senior IOS developer'],['Contract'],['Executive'],['Information Technology'],[],['Monthly'],[],['  ']
